_id,source,checksum,version,export_date,len,analyze_date,value,value_log1p,value_span,currency,org-1-name,org-1-alias,org-2-name,org-2-alias,subject,subject confidence,user_correction_date,valid,url,unseen,score,hash,dups,subject_weight,sample_weight
6343cbdd172785f510f15df3,db,07b223a64fc986163b1e87859a166888,3.0.0,2022-12-10 06:23:47.168077,330.0,2022-10-10 10:38:59.256000,1200000000.0,20.905587394573697,213.0,RUB,арктика медиа,“покупатель”,«темный путь»,«продавец»,AssetTransactions,1.0,2022-10-10 08:08:00.674000+00:00,True,http://gpn-audit.nemosoft.ru/#/audit/edit/6343cbdd172785f510f15df3,False,0.15875429762178234,-4.821994547239042e+18,1.0,4.161389387253478,9.527398117709293
63453826172785f510f15e11,db,09574ba376188031d5b1efb10c7064b9,3.0.0,2022-12-10 06:23:47.615316,11370.0,2022-10-11 12:32:58.467000,3000000000.0,21.82187812594785,2286.0,RUB,газпром нефть,«принципал»,сбербанк россии,«гарант»,BankGuarantees,1.0,2022-10-11 09:41:06.280000+00:00,True,http://gpn-audit.nemosoft.ru/#/audit/edit/63453826172785f510f15e11,False,0.2041667524161293,4.400984976659159e+18,1.0,2.0990761449733752,9.944772924784342
63468d42172785f510f15e21,db,52221696d2afa25995672e9cac9fd646,3.0.0,2022-12-10 06:23:47.718391,2210.0,2022-10-12 12:48:10.238000,50000000000.0,24.63528884239456,884.0,RUB,"пао ""газпром нефть ""","""покупатель""","оао ""ромашка""","""продавец""",AssetTransactions,1.0,2022-10-12 10:27:15.430000+00:00,True,http://gpn-audit.nemosoft.ru/#/audit/edit/63468d42172785f510f15e21,False,0.3384294825546169,-6.196832194608428e+18,1.0,4.400065437490096,11.167675200351171
633c22c59d08c565cfa12308,db,91aad4578fc279e46d6237aa1592c668,3.0.0,2022-12-10 06:23:46.615772,2210.0,2022-10-04 15:11:12.323000,50000000000.0,24.63528884239456,883.0,RUB,"ооо ""газпромнефть-инвест""","""покупатель""","оао ""ромашка""","""продавец""",SecuritiesTransactions,1.0,2022-10-04 12:33:20.115000+00:00,True,http://gpn-audit.nemosoft.ru/#/audit/edit/633c22c59d08c565cfa12308,False,0.3384294825546169,-8.491161350036719e+18,1.0,4.248066999268941,11.12812657169527
5ec2b8da665f7603e03b1255,db,3187bfac60ea578221c5d9357756c6c1,1.6.5,2022-12-11 06:49:05.545685,5840.0,2020-05-18 17:16:38.114000,25236322.0,17.04379490356671,5674.0,BRL,газпромнефть научно-технический центр,гпн,sun,sun,GeneralContract,1.0,2022-12-08 18:32:02.385000+00:00,True,http://gpn-audit.nemosoft.ru/#/audit/edit/5ec2b8da665f7603e03b1255,False,0.464537024944816,-7.704909928495782e+18,1.0,1.8262255620222532,7.8448582106349125
6285f9c04d1bfe5e5b297ddd,db,61cfee32867b371843d1e95a194ea2a6,3.0.0,2022-12-10 06:20:32.397698,5550.0,2022-05-19 11:03:36.611000,100000000000.0,25.328436022944498,1505.0,,газпром нефть,эмитент,ромашка,брокер по размещению,SecuritiesTransactions,1.0,2022-05-19 08:09:43.706000+00:00,True,http://gpn-audit.nemosoft.ru/#/audit/edit/6285f9c04d1bfe5e5b297ddd,False,0.4697471013421451,-6.440037888971972e+17,1.0,3.8539910950345497,11.469401126336928
633ea99b9d08c565cfa1231e,db,e88212da6eb7e31a30a6fea422bc58dc,3.0.0,2022-12-10 06:23:46.837617,6730.0,2022-10-06 13:10:52.969000,50000000000.0,24.63528884239456,401.0,RUB,гпн-инвест,«клиент»,«райффайзенбанк»,«банк»,SecuritiesTransactions,1.0,2022-10-06 12:16:23.146000+00:00,True,http://gpn-audit.nemosoft.ru/#/audit/edit/633ea99b9d08c565cfa1231e,False,0.5388776830552056,-2.260790912631664e+18,1.0,4.153004321837308,11.113131825932626
6346a561172785f510f15e2a,db,1439eb4d76211bd57182395091226d86,3.0.0,2022-12-10 06:23:47.793876,6920.0,2022-10-12 14:31:24.479000,1000000000.0,20.72326583794641,1922.0,RUB,газпром нефть,«заемщик»,банк ромашка,«кредитор»,Loans,1.0,2022-10-12 11:47:15.591000+00:00,True,http://gpn-audit.nemosoft.ru/#/audit/edit/6346a561172785f510f15e2a,False,0.5812871267759468,-6.64777970721286e+18,1.0,1.041307148096991,9.428552048998393
633eca889d08c565cfa12324,db,1439eb4d76211bd57182395091226d86,3.0.0,2022-12-10 06:23:46.880714,6920.0,2022-10-06 15:34:29.406000,1000000000.0,20.72326583794641,1922.0,RUB,газпром нефть,«заемщик»,«банк ромашка»,«кредитор» или «банк»,Loans,1.0,2022-10-06 13:23:10.318000+00:00,True,http://gpn-audit.nemosoft.ru/#/audit/edit/633eca889d08c565cfa12324,False,0.5812871267759468,-6.356303767832132e+18,1.0,1.6641724371761355,9.44149085649405
62d149484ae369b4976e3203,db,c7fa85ee2db44cc392342a492148b2d3,3.0.0,2022-12-10 06:20:46.250728,5350.0,2022-07-15 14:28:37.342000,59499800.0,17.90148352597245,387.0,RUB,газпром нефть,«заказчик»,материя,«исполнитель»,Service,1.0,2022-07-15 13:44:56.905000+00:00,True,http://gpn-audit.nemosoft.ru/#/audit/edit/62d149484ae369b4976e3203,False,0.6318089209015858,-5.703591709765745e+17,1.0,0.9535141883934258,8.244472070669303
634022659d08c565cfa1233f,db,50bb404584fcd58fdb01e279d3a55431,3.0.0,2022-12-10 06:23:47.129310,410.0,2022-10-07 15:59:20.166000,2500000000.0,21.639556569220566,139.0,RUB,газпром нефть,«займодавец»,октябрята,«заемщик»,Loans,1.0,2022-10-07 13:04:39.172000+00:00,True,http://gpn-audit.nemosoft.ru/#/audit/edit/634022659d08c565cfa1233f,False,0.7024437461638473,-5.665298004290641e+18,1.0,1.7288071772281488,9.802969997030443
634698fc172785f510f15e27,db,bc7d70a32aed6af4ef6c7752a1b7674d,3.0.0,2022-12-10 06:23:47.757297,6740.0,2022-10-12 13:38:26.988000,2000000000.0,21.41641301800636,909.0,RUB,газпром нефть,«кредитор»,светлый путь,«заемщик»,Loans,1.0,2022-10-12 11:29:26.664000+00:00,True,http://gpn-audit.nemosoft.ru/#/audit/edit/634698fc172785f510f15e27,False,1.1249472678945724,8.935028894966014e+18,2.0,0.99821747482695,9.738380250773613
633c28629d08c565cfa1230a,db,e88212da6eb7e31a30a6fea422bc58dc,3.0.0,2022-12-10 06:23:46.645733,6730.0,2022-10-04 15:34:59.714000,50000000000.0,24.63528884239456,401.0,RUB,«газпромнефть-инвест»,«клиент»,«райффайзенбанк»,«банк»,Loans,1.0,2022-10-04 12:59:11.662000+00:00,True,http://gpn-audit.nemosoft.ru/#/audit/edit/633c28629d08c565cfa1230a,False,1.2340485454872616,-7.307491816127482e+18,2.0,1.5898552978644809,11.150366224366753
633fd0a69d08c565cfa1232a,db,61cfee32867b371843d1e95a194ea2a6,3.0.0,2022-12-10 06:23:46.959211,5550.0,2022-10-07 10:10:07.028000,100000000000.0,25.328436022944498,1505.0,RUB,газпром нефть,эмитент,ромашка,организатор,SecuritiesTransactions,1.0,2022-10-07 07:30:01.711000+00:00,True,http://gpn-audit.nemosoft.ru/#/audit/edit/633fd0a69d08c565cfa1232a,False,1.7884939384173086,7.58961380153843e+18,2.0,3.6936911669434083,11.40409175716674
634515c4172785f510f15e05,db,1e0b396c361ad164ee654ffb57a3b508,3.0.0,2022-12-10 06:23:47.331748,2230.0,2022-10-11 10:07:14.195000,6000000000.0,22.515025306341133,166.0,RUB,газпромнефть-снабжение,залогодатель,эта,залогодержатель,PledgeEncumbrance,1.0,2022-10-11 07:11:10.335000+00:00,True,http://gpn-audit.nemosoft.ru/#/audit/edit/634515c4172785f510f15e05,False,2.368177268781918,-1.7861932030294497e+18,2.0,3.0518975779319497,10.187877508485382
5fbbbd1ca2b4551c06107a5f,db,4c6124d0661a45e03c7dec4eba94bb0a,2.0.5,2022-12-10 06:19:11.360679,3100.0,2020-11-23 14:14:14.187000,2000000.0,14.508658238524095,440.0,RUB,арктика медиа,получатель,департамент внутренней политики ямало-ненецкого автономного округа,главный распорядитель бюджетных средств,Loans,1.0,2021-10-29 16:22:37.920000+00:00,True,http://gpn-audit.nemosoft.ru/#/audit/edit/5fbbbd1ca2b4551c06107a5f,False,2.432660050648837,-5.257573108109628e+18,3.0,1.70599091175969,6.747583827361527
636dfd1473925c8dae26f910,db,04a3e9defa47d894d07550ae99cf95d1,3.0.0,2022-12-11 06:49:06.677571,10750.0,2022-11-11 10:48:00.969000,18926081547.84,23.66380678384912,5834.0,RUB,газпром нефть,владелец / принципал,газпромнефть-снабжение,агент,AgencyContract,1.0,2022-12-08 18:38:45.926000+00:00,True,http://gpn-audit.nemosoft.ru/#/audit/edit/636dfd1473925c8dae26f910,False,2.47178898719215,2.856132531261848e+18,1.0,1.7482480550747437,10.756546449168113
