_id,source,checksum,version,export_date,len,analyze_date,value,value_log1p,value_span,currency,org-1-name,org-1-alias,org-2-name,org-2-alias,subject,subject confidence,user_correction_date,valid,url,unseen,score,hash,dups,subject_weight,sample_weight
6343cbdd172785f510f15df3,db,07b223a64fc986163b1e87859a166888,3.0.0,2022-12-10 06:23:47.168077,330.0,2022-10-10 10:38:59.256000,1200000000.0,20.905587394573697,213.0,RUB,арктика медиа,“покупатель”,«темный путь»,«продавец»,AssetTransactions,1.0,2022-10-10 08:08:00.674000,True,http://gpn-audit.nemosoft.ru/#/audit/edit/6343cbdd172785f510f15df3,False,0.15875429762178234,-4.821994547239042e+18,1.0,4.161389387253478,9.527398117709293
63453826172785f510f15e11,db,09574ba376188031d5b1efb10c7064b9,3.0.0,2022-12-10 06:23:47.615316,11370.0,2022-10-11 12:32:58.467000,3000000000.0,21.82187812594785,2286.0,RUB,газпром нефть,«принципал»,сбербанк россии,«гарант»,BankGuarantees,1.0,2022-10-11 09:41:06.280000,True,http://gpn-audit.nemosoft.ru/#/audit/edit/63453826172785f510f15e11,False,0.2041667524161293,4.400984976659159e+18,1.0,2.0990761449733752,9.944772924784342
633c22c59d08c565cfa12308,db,91aad4578fc279e46d6237aa1592c668,3.0.0,2022-12-10 06:23:46.615772,2210.0,2022-10-04 15:11:12.323000,50000000000.0,24.63528884239456,883.0,RUB,"ооо ""газпромнефть-инвест""","""покупатель""","оао ""ромашка""","""продавец""",SecuritiesTransactions,1.0,2022-10-04 12:33:20.115000,True,http://gpn-audit.nemosoft.ru/#/audit/edit/633c22c59d08c565cfa12308,False,0.3384294825546169,-8.491161350036719e+18,1.0,4.248066999268941,11.12812657169527
63468d42172785f510f15e21,db,52221696d2afa25995672e9cac9fd646,3.0.0,2022-12-10 06:23:47.718391,2210.0,2022-10-12 12:48:10.238000,50000000000.0,24.63528884239456,884.0,RUB,"пао ""газпром нефть ""","""покупатель""","оао ""ромашка""","""продавец""",AssetTransactions,1.0,2022-10-12 10:27:15.430000,True,http://gpn-audit.nemosoft.ru/#/audit/edit/63468d42172785f510f15e21,False,0.3384294825546169,-6.196832194608428e+18,1.0,4.400065437490096,11.167675200351171
6285f9c04d1bfe5e5b297ddd,db,61cfee32867b371843d1e95a194ea2a6,3.0.0,2022-12-10 06:20:32.397698,5550.0,2022-05-19 11:03:36.611000,100000000000.0,25.328436022944498,1505.0,,газпром нефть,эмитент,ромашка,брокер по размещению,SecuritiesTransactions,1.0,2022-05-19 08:09:43.706000,True,http://gpn-audit.nemosoft.ru/#/audit/edit/6285f9c04d1bfe5e5b297ddd,False,0.4697471013421451,-6.440037888971972e+17,1.0,3.8539910950345497,11.469401126336928
633ea99b9d08c565cfa1231e,db,e88212da6eb7e31a30a6fea422bc58dc,3.0.0,2022-12-10 06:23:46.837617,6730.0,2022-10-06 13:10:52.969000,50000000000.0,24.63528884239456,401.0,RUB,гпн-инвест,«клиент»,«райффайзенбанк»,«банк»,SecuritiesTransactions,1.0,2022-10-06 12:16:23.146000,True,http://gpn-audit.nemosoft.ru/#/audit/edit/633ea99b9d08c565cfa1231e,False,0.5388776830552056,-2.260790912631664e+18,1.0,4.153004321837308,11.113131825932626
6391b4771864c6df4d29f332,db,22f701119d81787cd423f79f0f9fd9db,22.12.7,2022-12-11 06:49:28.432113,1990.0,2022-12-08 22:25:50.608000,100000000000.0,25.328436022944498,483.0,RUB,газпром нефть,гарант,газпромнефть-ямал,бенефициар,BankGuarantees,1.0,2022-12-08 19:31:22.257000,True,http://gpn-audit.nemosoft.ru/#/audit/edit/6391b4771864c6df4d29f332,False,0.557593573872083,3.0810779238157834e+18,1.0,2.9533836758896546,11.411480716857287
6346a561172785f510f15e2a,db,1439eb4d76211bd57182395091226d86,3.0.0,2022-12-10 06:23:47.793876,6920.0,2022-10-12 14:31:24.479000,1000000000.0,20.72326583794641,1922.0,RUB,газпром нефть,«заемщик»,банк ромашка,«кредитор»,Loans,1.0,2022-10-12 11:47:15.591000,True,http://gpn-audit.nemosoft.ru/#/audit/edit/6346a561172785f510f15e2a,False,0.5812871267759468,-6.64777970721286e+18,1.0,1.041307148096991,9.428552048998393
633eca889d08c565cfa12324,db,1439eb4d76211bd57182395091226d86,3.0.0,2022-12-10 06:23:46.880714,6920.0,2022-10-06 15:34:29.406000,1000000000.0,20.72326583794641,1922.0,RUB,газпром нефть,«заемщик»,«банк ромашка»,«кредитор» или «банк»,Loans,1.0,2022-10-06 13:23:10.318000,True,http://gpn-audit.nemosoft.ru/#/audit/edit/633eca889d08c565cfa12324,False,0.5812871267759468,-6.356303767832132e+18,1.0,1.6641724371761355,9.44149085649405
62d149484ae369b4976e3203,db,c7fa85ee2db44cc392342a492148b2d3,3.0.0,2022-12-10 06:20:46.250728,5350.0,2022-07-15 14:28:37.342000,59499800.0,17.90148352597245,387.0,RUB,газпром нефть,«заказчик»,материя,«исполнитель»,Service,1.0,2022-07-15 13:44:56.905000,True,http://gpn-audit.nemosoft.ru/#/audit/edit/62d149484ae369b4976e3203,False,0.6318089209015858,-5.703591709765745e+17,1.0,0.9535141883934258,8.244472070669303
